[LAYER A][C11] TRIGGER: graph/grid không trọng số; cần minimum number of transitions. — Viết FULL_CODE từ trắng.	<b>BFS grid shortest path</b><br><pre><code>function bfsGrid(grid, start, target) {<br>  const rows = grid.length, cols = grid[0].length;<br>  const dist = Array.from({ length: rows }, () =&gt; Array(cols).fill(-1));<br>  const queue = [start];<br>  dist[start[0]][start[1]] = 0;<br>  const dirs = [[-1, 0], [1, 0], [0, -1], [0, 1]];<br><br>  for (let head = 0; head &lt; queue.length; head++) {<br>    const [r, c] = queue[head];<br>    if (r === target[0] &amp;&amp; c === target[1]) return dist[r][c];<br>    for (const [dr, dc] of dirs) {<br>      const nr = r + dr, nc = c + dc;<br>      if (nr &lt; 0 || nr &gt;= rows || nc &lt; 0 || nc &gt;= cols) continue;<br>      if (grid[nr][nc] === 1 || dist[nr][nc] !== -1) continue;<br>      dist[nr][nc] = dist[r][c] + 1;<br>      queue.push([nr, nc]);<br>    }<br>  }<br>  return -1;<br>}</code></pre>Invariant: đánh dấu khi enqueue; queue theo distance không giảm. `O(rows*cols)`.	layer=A priority=P0 core=C11 card_type=FULL_CODE provenance=CORE C11::FULL_CODE
[LAYER A][C12] TRIGGER: answer space có predicate `false...false,true...true`; cần minimum feasible. — Viết FULL_CODE từ trắng.	<b>Binary search first true</b><br><pre><code>function firstTrue(low, high, feasible) {<br>  let left = low, right = high;<br>  while (left &lt; right) {<br>    const mid = left + Math.floor((right - left) / 2);<br>    if (feasible(mid)) right = mid;<br>    else left = mid + 1;<br>  }<br>  return left;<br>}</code></pre>Invariant: answer nằm trong `[left,right]`; `right` luôn giữ một feasible candidate. `O(log range * predicate)`.	layer=A priority=P0 core=C12 card_type=FULL_CODE provenance=CORE C12::FULL_CODE
[LAYER A][C13] TRIGGER: lặp lại thao tác lấy phần tử priority cao nhất, insert động, Top K hoặc scheduling. — Viết FULL_CODE từ trắng.	<b>Generic binary heap</b><br><pre><code>class Heap {<br>  constructor(compare = (a, b) =&gt; a - b) {<br>    this.data = [];<br>    this.compare = compare;<br>  }<br><br>  get size() { return this.data.length; }<br>  peek() { return this.data[0]; }<br><br>  push(value) {<br>    const a = this.data;<br>    a.push(value);<br>    let i = a.length - 1;<br>    while (i &gt; 0) {<br>      const p = Math.floor((i - 1) / 2);<br>      if (this.compare(a[p], a[i]) &lt;= 0) break;<br>      [a[p], a[i]] = [a[i], a[p]];<br>      i = p;<br>    }<br>  }<br><br>  pop() {<br>    const a = this.data;<br>    if (!a.length) return undefined;<br>    const top = a[0];<br>    const last = a.pop();<br>    if (a.length) {<br>      a[0] = last;<br>      let i = 0;<br>      while (true) {<br>        let best = i;<br>        const left = i * 2 + 1, right = left + 1;<br>        if (left &lt; a.length &amp;&amp; this.compare(a[left], a[best]) &lt; 0) best = left;<br>        if (right &lt; a.length &amp;&amp; this.compare(a[right], a[best]) &lt; 0) best = right;<br>        if (best === i) break;<br>        [a[i], a[best]] = [a[best], a[i]];<br>        i = best;<br>      }<br>    }<br>    return top;<br>  }<br>}</code></pre>Invariant: parent không có priority thấp hơn child. Push/pop `O(log n)`, peek `O(1)`.	layer=A priority=P0 core=C13 card_type=FULL_CODE provenance=CORE C13::FULL_CODE
[LAYER A][C14] TRIGGER: chọn nhiều interval không chồng lấn nhất hoặc đặt điểm theo endpoint sớm nhất. — Viết FULL_CODE từ trắng.	<b>Sort + interval greedy</b><br><pre><code>function maxNonOverlapping(intervals) {<br>  intervals.sort((a, b) =&gt; a[1] - b[1] || a[0] - b[0]);<br>  let count = 0, lastEnd = -Infinity;<br>  for (const [start, end] of intervals) {<br>    if (start &lt; lastEnd) continue;<br>    count++;<br>    lastEnd = end;<br>  }<br>  return count;<br>}</code></pre>Invariant: sau mỗi chọn, `lastEnd` nhỏ nhất có thể trong số solution cùng size. `O(n log n)`.	layer=A priority=P0 core=C14 card_type=FULL_CODE provenance=CORE C14::FULL_CODE
[LAYER A][C15] TRIGGER: answer tại cell/state phụ thuộc vào một số state trước đã hoàn tất. — Viết FULL_CODE từ trắng.	<b>2D local-state DP</b><br><pre><code>function countGridPaths(rows, cols, blocked) {<br>  const dp = Array.from({ length: rows }, () =&gt; Array(cols).fill(0));<br>  if (!blocked[0][0]) dp[0][0] = 1;<br>  for (let r = 0; r &lt; rows; r++) {<br>    for (let c = 0; c &lt; cols; c++) {<br>      if (blocked[r][c] || (r === 0 &amp;&amp; c === 0)) continue;<br>      if (r &gt; 0) dp[r][c] += dp[r - 1][c];<br>      if (c &gt; 0) dp[r][c] += dp[r][c - 1];<br>    }<br>  }<br>  return dp[rows - 1][cols - 1];<br>}</code></pre>Invariant: khi tính `(r,c)`, mọi predecessor đã final. `O(rows*cols)`.	layer=A priority=P0 core=C15 card_type=FULL_CODE provenance=CORE C15::FULL_CODE
[LAYER B][B01][P1] hh:mm:ss — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C01<br><b>2. ADD STATE:</b> thêm hh<br><b>3. CHANGE TRANSITION:</b> parse ba token<br><b>4. CHANGE BASE/UPDATE:</b> multiplier đổi<br><b>DELTA:</b> mm*60+ss → hh*3600+mm*60+ss	layer=B priority=P1 core=C01 card_type=VARIANT_ADAPTER provenance=TRANSFER B01::ADAPTER
[LAYER B][B02][P1] Base 2–9 decode — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C01<br><b>2. ADD STATE:</b> base, digit validity<br><b>3. CHANGE TRANSITION:</b> fold từng digit<br><b>4. CHANGE BASE/UPDATE:</b> start value=0<br><b>DELTA:</b> Number(token) → value=value*base+digit	layer=B priority=P1 core=C01 card_type=VARIANT_ADAPTER provenance=TRANSFER B02::ADAPTER
[LAYER B][B03][P1] Base 2–9 encode — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C01<br><b>2. ADD STATE:</b> base, output digits<br><b>3. CHANGE TRANSITION:</b> lấy remainder rồi reverse<br><b>4. CHANGE BASE/UPDATE:</b> special case zero<br><b>DELTA:</b> format time → loop n%base, Math.floor(n/base)	layer=B priority=P1 core=C01 card_type=VARIANT_ADAPTER provenance=TRANSFER B03::ADAPTER
[LAYER B][B04][P0] Record tokenization — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C01<br><b>2. ADD STATE:</b> parsed object fields<br><b>3. CHANGE TRANSITION:</b> split đúng delimiter một lần<br><b>4. CHANGE BASE/UPDATE:</b> parse tại boundary<br><b>DELTA:</b> parse trong loop → records=input.map(parse)	layer=B priority=P0 core=C01 card_type=VARIANT_ADAPTER provenance=TRANSFER B04::ADAPTER
[LAYER B][B05][P0] Run counting — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C02<br><b>2. ADD STATE:</b> runs/Set đã đóng<br><b>3. CHANGE TRANSITION:</b> tăng khi run kết thúc<br><b>4. CHANGE BASE/UPDATE:</b> base empty input<br><b>DELTA:</b> visit(...) → update count/set	layer=B priority=P0 core=C02 card_type=VARIANT_ADAPTER provenance=TRANSFER B05::ADAPTER
[LAYER B][B06][P1] Fixed chunks — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C02<br><b>2. ADD STATE:</b> k<br><b>3. CHANGE TRANSITION:</b> end=min(start+k,n)<br><b>4. CHANGE BASE/UPDATE:</b> start+=k<br><b>DELTA:</b> equality scan → fixed boundary	layer=B priority=P1 core=C02 card_type=VARIANT_ADAPTER provenance=TRANSFER B06::ADAPTER
[LAYER B][B07][P1] Bỏ phần dư — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C02<br><b>2. ADD STATE:</b> không thêm<br><b>3. CHANGE TRANSITION:</b> giữ fixed chunk<br><b>4. CHANGE BASE/UPDATE:</b> loop base đổi<br><b>DELTA:</b> start&lt;n → start+k&lt;=n	layer=B priority=P1 core=C02 card_type=VARIANT_ADAPTER provenance=TRANSFER B07::ADAPTER
[LAYER B][B08][P1] Cyclic pattern — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C02<br><b>2. ADD STATE:</b> pattern length m<br><b>3. CHANGE TRANSITION:</b> expected=pattern[i%m]<br><b>4. CHANGE BASE/UPDATE:</b> base index 0<br><b>DELTA:</b> compare neighbor → modulo index	layer=B priority=P1 core=C02 card_type=VARIANT_ADAPTER provenance=TRANSFER B08::ADAPTER
[LAYER B][B09][P0] Membership Set — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C03<br><b>2. ADD STATE:</b> Set<br><b>3. CHANGE TRANSITION:</b> add/has, không count<br><b>4. CHANGE BASE/UPDATE:</b> không delete theo delta<br><b>DELTA:</b> Map&lt;key,count&gt; → Set&lt;key&gt;	layer=B priority=P0 core=C03 card_type=VARIANT_ADAPTER provenance=TRANSFER B09::ADAPTER
[LAYER B][B10][P0] Grouping Map — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C03<br><b>2. ADD STATE:</b> Map&lt;key,array&gt;<br><b>3. CHANGE TRANSITION:</b> push item vào group<br><b>4. CHANGE BASE/UPDATE:</b> init []<br><b>DELTA:</b> count+1 → groups.get(k).push(item)	layer=B priority=P0 core=C03 card_type=VARIANT_ADAPTER provenance=TRANSFER B10::ADAPTER
[LAYER B][B11][P0] Inverse index — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C03<br><b>2. ADD STATE:</b> Map&lt;value,index&gt;<br><b>3. CHANGE TRANSITION:</b> swap phải update hai mapping<br><b>4. CHANGE BASE/UPDATE:</b> build từ order<br><b>DELTA:</b> một lookup → array + inverse Map	layer=B priority=P0 core=C03 card_type=VARIANT_ADAPTER provenance=TRANSFER B11::ADAPTER
[LAYER B][B12][P0] Per-time collision — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C03<br><b>2. ADD STATE:</b> Map mới mỗi timestamp<br><b>3. CHANGE TRANSITION:</b> count vị trí; risk khi count≥2<br><b>4. CHANGE BASE/UPDATE:</b> reset mỗi batch<br><b>DELTA:</b> global freq → freq=new Map() mỗi t	layer=B priority=P0 core=C03 card_type=VARIANT_ADAPTER provenance=TRANSFER B12::ADAPTER
[LAYER B][B13][P1] Component contribution dedupe — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C03<br><b>2. ADD STATE:</b> Set cột component chạm<br><b>3. CHANGE TRANSITION:</b> sau component, cộng size mỗi cột một lần<br><b>4. CHANGE BASE/UPDATE:</b> reset Set mỗi component<br><b>DELTA:</b> cộng mỗi cell → cộng mỗi distinct column	layer=B priority=P1 core=C03 card_type=VARIANT_ADAPTER provenance=TRANSFER B13::ADAPTER
[LAYER B][B14][P0] Max theo khóa chính — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C04<br><b>2. ADD STATE:</b> không thêm<br><b>3. CHANGE TRANSITION:</b> đảo hiệu khóa chính<br><b>4. CHANGE BASE/UPDATE:</b> tie giữ contract<br><b>DELTA:</b> a.x-b.x → b.x-a.x	layer=B priority=P0 core=C04 card_type=VARIANT_ADAPTER provenance=TRANSFER B14::ADAPTER
[LAYER B][B15][P0] Heap object comparator — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C04<br><b>2. ADD STATE:</b> fields heap item<br><b>3. CHANGE TRANSITION:</b> cùng comparator contract<br><b>4. CHANGE BASE/UPDATE:</b> truyền vào Heap<br><b>DELTA:</b> .sort(compare) → new Heap(compare)	layer=B priority=P0 core=C04 card_type=VARIANT_ADAPTER provenance=TRANSFER B15::ADAPTER
[LAYER B][B16][P1] Largest concatenation — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C04<br><b>2. ADD STATE:</b> string form<br><b>3. CHANGE TRANSITION:</b> compare b+a với a+b<br><b>4. CHANGE BASE/UPDATE:</b> normalize all-zero<br><b>DELTA:</b> numeric compare → (b+a).localeCompare(a+b)	layer=B priority=P1 core=C04 card_type=VARIANT_ADAPTER provenance=TRANSFER B16::ADAPTER
[LAYER B][B17][P1] Deterministic original order — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C04<br><b>2. ADD STATE:</b> originalIndex<br><b>3. CHANGE TRANSITION:</b> thêm khóa cuối<br><b>4. CHANGE BASE/UPDATE:</b> decorate trước sort<br><b>DELTA:</b> no final tie → return a.index-b.index	layer=B priority=P1 core=C04 card_type=VARIANT_ADAPTER provenance=TRANSFER B17::ADAPTER
[LAYER B][B18][P1] Đếm pair — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C05<br><b>2. ADD STATE:</b> count<br><b>3. CHANGE TRANSITION:</b> match thì update cả hai<br><b>4. CHANGE BASE/UPDATE:</b> answer 0<br><b>DELTA:</b> return pair → count++; left++; right--	layer=B priority=P1 core=C05 card_type=VARIANT_ADAPTER provenance=TRANSFER B18::ADAPTER
[LAYER B][B19][P0] Extreme greedy pairing — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C05<br><b>2. ADD STATE:</b> capacity/count<br><b>3. CHANGE TRANSITION:</b> luôn consume right; consume left nếu fit<br><b>4. CHANGE BASE/UPDATE:</b> sort trước<br><b>DELTA:</b> target equality → sum&lt;=limit decision	layer=B priority=P0 core=C05 card_type=VARIANT_ADAPTER provenance=TRANSFER B19::ADAPTER
[LAYER B][B20][P1] Merge hai sorted arrays — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C05<br><b>2. ADD STATE:</b> i,j,out<br><b>3. CHANGE TRANSITION:</b> lấy phần tử nhỏ hơn<br><b>4. CHANGE BASE/UPDATE:</b> base khi một array hết<br><b>DELTA:</b> inward pointers → forward pointers	layer=B priority=P1 core=C05 card_type=VARIANT_ADAPTER provenance=TRANSFER B20::ADAPTER
[LAYER B][B21][P1] Remove duplicates in-place — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C05<br><b>2. ADD STATE:</b> write pointer<br><b>3. CHANGE TRANSITION:</b> đọc khác last written thì write<br><b>4. CHANGE BASE/UPDATE:</b> write=1<br><b>DELTA:</b> two ends → read/write pointers	layer=B priority=P1 core=C05 card_type=VARIANT_ADAPTER provenance=TRANSFER B21::ADAPTER
[LAYER B][B22][P0] Fixed size — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C06<br><b>2. ADD STATE:</b> running aggregate<br><b>3. CHANGE TRANSITION:</b> nếu size&gt;k bỏ left đúng một lần<br><b>4. CHANGE BASE/UPDATE:</b> update khi size=k<br><b>DELTA:</b> while(invalid) → if(right-left+1&gt;k)	layer=B priority=P0 core=C06 card_type=VARIANT_ADAPTER provenance=TRANSFER B22::ADAPTER
[LAYER B][B23][P1] Positive sum target — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C06<br><b>2. ADD STATE:</b> sum<br><b>3. CHANGE TRANSITION:</b> shrink khi sum&gt;target<br><b>4. CHANGE BASE/UPDATE:</b> positive numbers required<br><b>DELTA:</b> freq.size&gt;k → sum&gt;target	layer=B priority=P1 core=C06 card_type=VARIANT_ADAPTER provenance=TRANSFER B23::ADAPTER
[LAYER B][B24][P0] At most K distinct — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C06<br><b>2. ADD STATE:</b> base freq Map<br><b>3. CHANGE TRANSITION:</b> base transition<br><b>4. CHANGE BASE/UPDATE:</b> base update max<br><b>DELTA:</b> chính C06	layer=B priority=P0 core=C06 card_type=VARIANT_ADAPTER provenance=TRANSFER B24::ADAPTER
[LAYER B][B25][P1] Cover all types — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C06<br><b>2. ADD STATE:</b> need, formed<br><b>3. CHANGE TRANSITION:</b> shrink khi all covered<br><b>4. CHANGE BASE/UPDATE:</b> update minimum before remove<br><b>DELTA:</b> invalid shrink → valid shrink	layer=B priority=P1 core=C06 card_type=VARIANT_ADAPTER provenance=TRANSFER B25::ADAPTER
[LAYER B][B26][P1] Minimum valid length — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C06<br><b>2. ADD STATE:</b> best=Infinity<br><b>3. CHANGE TRANSITION:</b> trong while(valid), update rồi shrink<br><b>4. CHANGE BASE/UPDATE:</b> no answer→sentinel<br><b>DELTA:</b> max after shrink → min inside shrink	layer=B priority=P1 core=C06 card_type=VARIANT_ADAPTER provenance=TRANSFER B26::ADAPTER
[LAYER B][B28][P1] 2D prefix — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C07<br><b>2. ADD STATE:</b> matrix (R+1)x(C+1)<br><b>3. CHANGE TRANSITION:</b> inclusion-exclusion<br><b>4. CHANGE BASE/UPDATE:</b> top/left zero border<br><b>DELTA:</b> p[i+1]=... → four-term recurrence	layer=B priority=P1 core=C07 card_type=VARIANT_ADAPTER provenance=TRANSFER B28::ADAPTER
[LAYER B][B29][P1] 1D range updates — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C07<br><b>2. ADD STATE:</b> difference array<br><b>3. CHANGE TRANSITION:</b> diff[l]+=v; diff[r]-=v<br><b>4. CHANGE BASE/UPDATE:</b> reconstruct prefix<br><b>DELTA:</b> query prefix → update endpoints	layer=B priority=P1 core=C07 card_type=VARIANT_ADAPTER provenance=TRANSFER B29::ADAPTER
[LAYER B][B31][P1] Bracket matching — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C08<br><b>2. ADD STATE:</b> mate Map<br><b>3. CHANGE TRANSITION:</b> opening push; closing pop/check<br><b>4. CHANGE BASE/UPDATE:</b> empty stack<br><b>DELTA:</b> monotonic compare → matching relation	layer=B priority=P1 core=C08 card_type=VARIANT_ADAPTER provenance=TRANSFER B31::ADAPTER
[LAYER B][B32][P1] Adjacent reduction — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C08<br><b>2. ADD STATE:</b> cancel predicate<br><b>3. CHANGE TRANSITION:</b> match top thì pop, else push<br><b>4. CHANGE BASE/UPDATE:</b> return reduced stack<br><b>DELTA:</b> resolve indices → reduce prefix	layer=B priority=P1 core=C08 card_type=VARIANT_ADAPTER provenance=TRANSFER B32::ADAPTER
[LAYER B][B33][P1] Next smaller — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C08<br><b>2. ADD STATE:</b> không thêm<br><b>3. CHANGE TRANSITION:</b> đảo comparison<br><b>4. CHANGE BASE/UPDATE:</b> same unresolved base<br><b>DELTA:</b> &lt; → &gt;	layer=B priority=P1 core=C08 card_type=VARIANT_ADAPTER provenance=TRANSFER B33::ADAPTER
[LAYER B][B34][P1] Greedy delete K digits — Điền 4 ô: BASE SKELETON / ADD STATE / CHANGE TRANSITION / CHANGE BASE-UPDATE.	<b>1. BASE:</b> C08<br><b>2. ADD STATE:</b> remaining deletions k<br><b>3. CHANGE TRANSITION:</b> pop while top worse and k&gt;0<br><b>4. CHANGE BASE/UPDATE:</b> cắt tail nếu k còn<br><b>DELTA:</b> resolve answer index → maintain best digits	layer=B priority=P1 core=C08 card_type=VARIANT_ADAPTER provenance=TRANSFER B34::ADAPTER
