path,disposition,reason
PCCP_Algorithm_Code_Notebook/07_Sliding_Window_Prefix_Sum.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/08_Stack_Queue.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/09_Binary_Search.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/10_BFS_DFS.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/11_Heap_Greedy.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/12_Backtracking_DP_Basic.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/13_Advanced_Graph.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/90_Mixed_Pattern_Tests.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/98_Review_Schedule.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/99_Personal_Error_Log.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/CONTINUATION_CONTEXT.md,HISTORICAL_BASELINE,Handoff triển khai cũ; không dùng để điều hướng học
PCCP_Algorithm_Code_Notebook/FRAMEWORK_COVERAGE_AUDIT.md,GOVERNANCE,Nguồn audit/ID được máy kiểm tra; không phải entrypoint học
PCCP_Algorithm_Code_Notebook/HANDOFF.md,HISTORICAL_BASELINE,Handoff triển khai cũ; không dùng để điều hướng học
PCCP_Algorithm_Code_Notebook/MANIFEST.md,GOVERNANCE,Nguồn audit/ID được máy kiểm tra; không phải entrypoint học
PCCP_Algorithm_Code_Notebook/MASTERY_TRACKER.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/MIXED_TEST_TRACKER.csv,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/NOTEBOOK_PATTERN_OFFICIAL_CROSSWALK.csv,GOVERNANCE,Nguồn audit/ID được máy kiểm tra; không phải entrypoint học
PCCP_Algorithm_Code_Notebook/PATTERN_COVERAGE_MATRIX.md,GOVERNANCE,Nguồn audit/ID được máy kiểm tra; không phải entrypoint học
PCCP_Algorithm_Code_Notebook/PCCP_EXAM_PATTERN_ATLAS.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/PCCP_PUBLIC_PROBLEM_CATALOG.md,GOVERNANCE,Nguồn audit/ID được máy kiểm tra; không phải entrypoint học
PCCP_Algorithm_Code_Notebook/README.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/TEMPLATE_CONTRASTS.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/01_array_string_loop/01_Scan.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/01_array_string_loop/02_Sequences.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/01_array_string_loop/03_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/01_array_string_loop/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/02_matrix/01_Traversal.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/02_matrix/02_Transform_Movement.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/02_matrix/03_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/02_matrix/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/03_map_set/00_Beginner_Guide.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/03_map_set/00_Exam_Mastery_Guide.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/03_map_set/01_Core.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/03_map_set/01_Core_From_Zero.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/03_map_set/02_Advanced_From_Zero.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/03_map_set/02_Combinations.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/03_map_set/03_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/03_map_set/04_Programmers_PCCP_Set.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/03_map_set/05_Programmers_Kit_Audit.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/03_map_set/06_Programmers_Derived_Concepts.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/03_map_set/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/04_simulation/01_State_Time.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/04_simulation/02_Events_Integration.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/04_simulation/03_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/04_simulation/04_PCCP_Public_Problems.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/04_simulation/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/05_sorting/01_Comparators.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/05_sorting/02_Scan_Compression.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/05_sorting/03_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/05_sorting/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/06_two_pointers/01_Inward_Compact.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/06_two_pointers/02_Merge_Pair_Partition.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/06_two_pointers/03_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/06_two_pointers/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/07_prefix_window/01_Prefix_Sum_From_Zero.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/07_prefix_window/02_Prefix_Canonical.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/07_prefix_window/03_Sliding_Window_Canonical.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/07_prefix_window/04_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/07_prefix_window/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/08_stack_queue/00_Beginner_Guide.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/08_stack_queue/00_Exam_Mastery_Guide.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/08_stack_queue/01_Core_From_Zero.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/08_stack_queue/01_Stack_Monotonic.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/08_stack_queue/02_Advanced_From_Zero.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/08_stack_queue/02_Queue_Circular_BFS.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/08_stack_queue/03_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/08_stack_queue/04_Programmers_PCCP_Set.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/08_stack_queue/05_Programmers_Kit_Audit.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/08_stack_queue/06_Programmers_Derived_Concepts.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/08_stack_queue/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/09_binary_search/01_Binary_Search_Canonical.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/09_binary_search/02_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/09_binary_search/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/10_graph_tree/01_Graph_Tree_Canonical.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/10_graph_tree/02_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/10_graph_tree/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/11_heap_greedy/01_Heap_Greedy_Canonical.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/11_heap_greedy/02_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/11_heap_greedy/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/12_backtracking_dp/01_Backtracking_DP_Canonical.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/12_backtracking_dp/02_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/12_backtracking_dp/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/13_advanced_graph/01_Advanced_Graph_Canonical.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/13_advanced_graph/02_Practice_Ladder.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/13_advanced_graph/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/chapters/90_mixed/QA.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/01_Array_String_Loop_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/02_Matrix_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/03_Map_Set_Programmers_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/03_Map_Set_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/04_Simulation_PCCP_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/04_Simulation_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/05_Sorting_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/06_Two_Pointers_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/07_Sliding_Window_Prefix_Sum_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/08_Stack_Queue_Programmers_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/08_Stack_Queue_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/09_Binary_Search_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/10_BFS_DFS_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/11_Heap_Greedy_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/12_Backtracking_DP_Basic_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/13_Advanced_Graph_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/solutions/90_Mixed_Pattern_Tests_Solutions.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Algorithm_Code_Notebook/summary/PCCP_TONG_HOP_TOAN_BO_KIEN_THUC_DA_HOC.md,LINKED_LAYER,Notebook 89/89 Coverage ID; lớp luyện sâu chỉ mở qua Navigator
PCCP_Level_1_Full_De_Bai_Tieng_Viet_84_Bai.docx,REFERENCE_ONLY,Snapshot/generated document; Markdown canonical mới hơn
PCCP_Level_1_Full_De_Bai_Tieng_Viet_84_Bai.pdf,REFERENCE_ONLY,Snapshot/generated document; Markdown canonical mới hơn
PCCP_Level_1_Luyen_Thi_Phan_Tich_Day_Du_Vol_1.docx,REFERENCE_ONLY,Snapshot/generated document; Markdown canonical mới hơn
PCCP_Level_1_Luyen_Thi_Phan_Tich_Day_Du_Vol_1_Full_84.docx,REFERENCE_ONLY,Snapshot/generated document; Markdown canonical mới hơn
PCCP_OFFICIAL_ONLY_CURRICULUM.md,LINKED_LAYER,Lớp học được kiểm chứng; chỉ mở từ link đúng chỗ trong Navigator
PCCP_OFFICIAL_PRACTICE_BANK.csv,GOVERNANCE,Nguồn audit/ID được máy kiểm tra; không phải entrypoint học
PCCP_OFFICIAL_SYLLABUS_RESERVE.csv,GOVERNANCE,Nguồn audit/ID được máy kiểm tra; không phải entrypoint học
PLAN_NOTEBOOK_PATTERN_INTEGRATION.md,HISTORICAL_BASELINE,Plan tích hợp ngày 12/08 đã hoàn thành; số 1/83 chỉ là baseline lịch sử
PLAN_PCCP_700_REBUILD_2026-09-12.md,LINKED_LAYER,Lớp học được kiểm chứng; chỉ mở từ link đúng chỗ trong Navigator
PROBLEM_BANK.csv,REFERENCE_ONLY,Bank Pxx legacy; chỉ dùng mapping
README.md,REDIRECT,Trang chào chỉ chuyển người học tới Master Navigator
REPO_CONTENT_AUDIT_2026-08-12.md,GOVERNANCE,Nguồn audit/ID được máy kiểm tra; không phải entrypoint học
REPO_FILE_INVENTORY.csv,SUPPORT,Inventory sinh tự động; không phải bài học
TRACKER_PCCP_MOCK_ATTEMPTS.csv,LINKED_LAYER,Lớp học được kiểm chứng; chỉ mở từ link đúng chỗ trong Navigator
TRACKER_PCCP_REBUILD_2026.csv,LINKED_LAYER,Lớp học được kiểm chứng; chỉ mở từ link đúng chỗ trong Navigator
archive/PLAN_PCCP_700_2026-09-05.md,ARCHIVE,Lịch sử; không mở trong lộ trình hiện tại
archive/README.md,ARCHIVE,Lịch sử; không mở trong lộ trình hiện tại
archive/TRACKER_PCCP_2026.csv,ARCHIVE,Lịch sử; không mở trong lộ trình hiện tại
archive/docs/pccp-700-roadmap/PCCP_37_Day_Daily_Plan.md,ARCHIVE,Lịch sử; không mở trong lộ trình hiện tại
archive/docs/pccp-700-roadmap/PCCP_700_Roadmap_JavaScript_2026.md,ARCHIVE,Lịch sử; không mở trong lộ trình hiện tại
archive/docs/pccp-700-roadmap/PCCP_Error_Log_Template.csv,ARCHIVE,Lịch sử; không mở trong lộ trình hiện tại
archive/docs/pccp-700-roadmap/PCCP_Problem_Tracker.csv,ARCHIVE,Lịch sử; không mở trong lộ trình hiện tại
archive/generated-documents/PCCP_Level_1_Luyen_Thi_Phan_Tich_Day_Du_Vol_1.docx,ARCHIVE,Lịch sử; không mở trong lộ trình hiện tại
archive/generated-documents/PCCP_Level_1_Luyen_Thi_Phan_Tich_Day_Du_Vol_1_Full_84.docx,ARCHIVE,Lịch sử; không mở trong lộ trình hiện tại
archive/generated-documents/README.md,ARCHIVE,Lịch sử; không mở trong lộ trình hiện tại
assets/fonts/OFL-NotoSansKR.txt,SUPPORT,Asset/license cho tài liệu xuất bản
assets/fonts/PCCP-Hangul-Subset.ttf,SUPPORT,Asset/license cho tài liệu xuất bản
assets/fonts/README.md,SUPPORT,Asset/license cho tài liệu xuất bản
basic-drafts/arrays-and-matrices.js,PERSONAL,Bài làm/sandbox người học; không dùng làm lời giải chuẩn
basic-drafts/energy-and-health.js,PERSONAL,Bài làm/sandbox người học; không dùng làm lời giải chuẩn
basic-drafts/map-set.js,PERSONAL,Bài làm/sandbox người học; không dùng làm lời giải chuẩn
basic-drafts/park-walk.js,PERSONAL,Bài làm/sandbox người học; không dùng làm lời giải chuẩn
basic-drafts/phone-book.js,PERSONAL,Bài làm/sandbox người học; không dùng làm lời giải chuẩn
basic-drafts/robot-movement.js,PERSONAL,Bài làm/sandbox người học; không dùng làm lời giải chuẩn
basic-drafts/stack-queue.js,PERSONAL,Bài làm/sandbox người học; không dùng làm lời giải chuẩn
docs/.DS_Store,REMOVE_CANDIDATE,"Stale, trùng hoặc metadata; không dùng để học"
docs/CHEATSHEET_THUAT_TOAN_JS_PCCP.md,REFERENCE_ONLY,Tra cứu rộng nhưng trùng handbook/templates
docs/JS_TEMPLATES_PCCP.js,LINKED_LAYER,Lớp học được kiểm chứng; chỉ mở từ link đúng chỗ trong Navigator
docs/pccp-700-roadmap/OFFICIAL_RESEARCH_AUDIT_2026-08-12.md,GOVERNANCE,Nguồn audit/ID được máy kiểm tra; không phải entrypoint học
docs/pccp-700-roadmap/PCCP_700_Roadmap_JavaScript_2026.docx,REFERENCE_ONLY,Snapshot/generated document; Markdown canonical mới hơn
docs/pccp-700-roadmap/PCCP_700_Roadmap_JavaScript_2026.pdf,REFERENCE_ONLY,Snapshot/generated document; Markdown canonical mới hơn
docs/pccp-700-roadmap/PCCP_Error_Log.csv,LINKED_LAYER,Lớp học được kiểm chứng; chỉ mở từ link đúng chỗ trong Navigator
docs/pccp-700-roadmap/PCCP_Final_Cheat_Sheet.md,LINKED_LAYER,Lớp học được kiểm chứng; chỉ mở từ link đúng chỗ trong Navigator
docs/pccp-700-roadmap/PCCP_JavaScript_Templates.md,LINKED_LAYER,Lớp học được kiểm chứng; chỉ mở từ link đúng chỗ trong Navigator
docs/pccp-700-roadmap/PCCP_Thinking_Curriculum.md,LINKED_LAYER,Lớp học được kiểm chứng; chỉ mở từ link đúng chỗ trong Navigator
docs/pccp-700-roadmap/official-lessons/OF001.md,LINKED_LAYER,Lớp 67/67 official lesson đã kiểm chứng; không phải entrypoint độc lập
docs/pccp-700-roadmap/official-lessons/OF002.md,LINKED_LAYER,Lớp 67/67 official lesson đã kiểm chứng; không phải entrypoint độc lập
docs/pccp-700-roadmap/official-lessons/OF003.md,LINKED_LAYER,Lớp 67/67 official lesson đã kiểm chứng; không phải entrypoint độc lập
docs/pccp-700-roadmap/official-lessons/OF004.md,LINKED_LAYER,Lớp 67/67 official lesson đã kiểm chứng; không phải entrypoint độc lập
docs/pccp-700-roadmap/official-lessons/OF005.md,LINKED_LAYER,Lớp 67/67 official lesson đã kiểm chứng; không phải entrypoint độc lập
docs/pccp-700-roadmap/official-lessons/OF006.md,LINKED_LAYER,Lớp 67/67 official lesson đã kiểm chứng; không phải entrypoint độc lập
docs/pccp-700-roadmap/official-lessons/OF007.md,LINKED_LAYER,Lớp 67/67 official lesson đã kiểm chứng; không phải entrypoint độc lập
docs/pccp-700-roadmap/official-lessons/OF008.md,LINKED_LAYER,Lớp 67/67 official lesson đã kiểm chứng; không phải entrypoint độc lập
docs/pccp-700-roadmap/official-lessons/OF009.md,LINKED_LAYER,Lớp 67/67 official lesson đã kiểm chứng; không phải entrypoint độc lập
docs/pccp-700-roadmap/official-lessons/OF010.md,LINKED_LAYER,Lớp 67/67 official lesson đã kiểm chứng; không phải entrypoint độc lập
docs/pccp-700-roadmap/official-lessons/OF011.md,LINKED_LAYER,Lớp 67/67 official lesson đã kiểm chứng; không phải entrypoint độc lập
docs/pccp-700-roadmap/official-lessons/OF012.md,LINKED_LAYER,Lớp 67/67 official lesson đã kiểm chứng; không phải entrypoint độc lập
